"LICENCE_NO","PREMISE_NAME","PREMISE_ADDRESS","CATEGORY","SUB_CATEGORY","CURRENCY","LAST_UPDATED","EASTING","NORTHING","LONGITUDE","LATITUDE"
"74004946","Oriental Chinese Restaurant","150-152 Sandy Bay Road, SANDY BAY, 7005","Special","Restaurant","2009/11/11","Wednesday 08 May 2019",526639,5250895,147.326265439438,-42.8940863538207
"74004971","Peking Restaurant","40 Main Road, CLAREMONT, 7011","Special","Restaurant","2009/10/14","Wednesday 08 May 2019",520729,5262349,147.253460569237,-42.7911236093786
"74005069","Da Angelo Ristorante","47 Hampden Road, BATTERY POINT, 7004","Special","Restaurant","2018/08/06","Wednesday 08 May 2019",527291,5251405,147.33422598386,-42.8894707134713
"74005628","Magic Curries Indian Restaurant","41 Hampden Road, BATTERY POINT, 7004","Special","Restaurant","2009/12/02","Wednesday 08 May 2019",527322,5251414,147.33460518863,-42.8893885585415
"74005653","Rialto Gallery Restaurant","44 Wilmott Street, BURNIE, 7320","Special","Restaurant","2009/11/17","Wednesday 08 May 2019",407976,5455045,145.904969692183,-41.0506296070135
"74005689","Maharaja Indian Restaurant","81a Bathurst Street, HOBART, 7000","Special","Restaurant","2014/01/17","Wednesday 08 May 2019",526620,5252411,147.325960849273,-42.8804352508384
"74005793","Rockwall Bar and Grill","89 Salamanca Place, BATTERY POINT, 7004","Special","Restaurant","2008/10/03","Wednesday 08 May 2019",527329,5251680,147.334677964111,-42.8869929478347
"74005872","Xanders Restaurant","25 Church Street, STANLEY, 7331","Special","Restaurant","2016/10/25","Wednesday 08 May 2019",356154,5486384,145.295795415295,-40.7609341306449
"74005926","Seagrass","19 Beach Road, SANDY BAY, 7005","Special","Restaurant","2017/08/31","Wednesday 08 May 2019",529142,5249131,147.357012420557,-42.9098798316314
"74006062","Star of Siam Thai Restaurant","111 Charles Street, LAUNCESTON, 7250","Special","Restaurant","2005/11/09","Wednesday 08 May 2019",511430,5412699,147.136815175941,-41.4371973996698
"74006116","Mures Upper Deck","Victoria Dock, Lot 1 Franklin Wharf, HOBART, 7000","Special","Restaurant","2013/01/21","Wednesday 08 May 2019",527277,5252207,147.334015565811,-42.8822491095907
"74006207","Chinese Palace Restaurant","373 Main Road, GLENORCHY, 7010","Special","Restaurant","2007/05/16","Wednesday 08 May 2019",522569,5257706,147.276144582523,-42.8328831322534
"74006281","Royal Thai","201 Elizabeth Street, HOBART, 7000","Special","Restaurant","2008/02/25","Wednesday 08 May 2019",526303,5252600,147.322070404911,-42.8787442650383
"74006323","Canton Restaurant","201-203 Charles Street, LAUNCESTON, 7250","Special","Restaurant","2009/10/07","Wednesday 08 May 2019",511654,5412395,147.139502274186,-41.4399324671973
"74006530","Capital","364 Elizabeth Street, NORTH HOBART, 7000","Special","Restaurant","2014/11/06","Wednesday 08 May 2019",525822,5253130,147.316156462578,-42.8739879526244
"74006554","Hursey Seafoods","2 Alexander Terrace, STANLEY, 7331","Special","Restaurant","2009/10/13","Wednesday 08 May 2019",356425,5485748,145.2988586622,-40.7667084346623
"74006591","Cascade Brewery Tours & Visitor Centre","140 Cascade Road, SOUTH HOBART, 7004","Special","Restaurant","2018/04/30","Wednesday 08 May 2019",524016,5250647,147.294150874996,-42.8964066713862
"7400661X","Burnie Fortuna Garden","66 Wilson Street, BURNIE, 7320","Special","Restaurant","2009/11/06","Wednesday 08 May 2019",408073,5454814,145.906089268668,-41.0527210722213
"74006670","Dede's Indonesian & Thai Rest.","369 Elizabeth Street, NORTH HOBART, 7000","Special","Restaurant","2016/06/02","Wednesday 08 May 2019",525737,5253314,147.31510733492,-42.872333873232
"74006712","The Station Cafe","700 Nelson Road, MOUNT NELSON, 7007","Special","Restaurant","2013/07/29","Wednesday 08 May 2019",528074,5247516,147.344009704657,-42.9244630553014
"74006797","Taj Palace Indian Restaurant","340 Elizabeth Street, NORTH HOBART, 7000","Special","Restaurant","2005/05/26","Wednesday 08 May 2019",525871,5253063,147.316759479934,-42.8745896395491
"74006827","Bass & Flinders Motor Inn","49-51 Eastland Drive, ULVERSTONE, 7315","Special","Restaurant","2015/09/25","Wednesday 08 May 2019",431891,5443436,146.188225080393,-41.1575464042901
"74006943","China Garden Chinese Rest.","33 King Street, DEVONPORT, 7310","Special","Restaurant","2011/11/22","Wednesday 08 May 2019",446398,5440953,146.360901568247,-41.1810005456567
"74015038","Novaro's Restaurant","28 Brisbane Street, LAUNCESTON, 7250","Special","Restaurant","2009/05/04","Wednesday 08 May 2019",511834,5412946,147.14164613691,-41.4349666880777
"74015361","Lebrina - The New Town Bistro","155 New Town Road, NEW TOWN, 7008","Special","Restaurant","2009/10/13","Wednesday 08 May 2019",524923,5254834,147.305073972648,-42.858673001711
"74015452","Hog's Breath Cafe","2 Macquarie Street, HOBART, 7000","Special","Restaurant","2018/04/30","Wednesday 08 May 2019",527310,5252499,147.334405453751,-42.8796184334837
"74015592","Christmas Hills Raspberry Farm","9 Christmas Hills Road, ELIZABETH TOWN, 7304","Special","Restaurant","2011/04/05","Wednesday 08 May 2019",466299,5408009,146.596347107612,-41.478815763941
"74015853","How Lin Restaurant","Shops 5 & 6 Shopping Ctr, BRIGHTON, 7030","Special","Restaurant","2006/04/11","Wednesday 08 May 2019",521475,5272260,147.262205647416,-42.7018505747913
"74015944","Hallams Waterfront Restaurant","13 Park Street, LAUNCESTON, 7250","Special","Restaurant","2011/10/20","Wednesday 08 May 2019",510964,5412543,147.131240079394,-41.4386090721479
"74016067","Criterion Street Cafe","10 Criterion Street, HOBART, 7000","Special","Restaurant","2012/10/01","Wednesday 08 May 2019",526636,5252279,147.326163026712,-42.8816233703517
"74016080","201 on Main","201 Main Street, HUONVILLE, 7109","Special","Restaurant","2008/09/12","Wednesday 08 May 2019",504762,5237175,147.058440605091,-43.0180871197342
"74016109","Forcett Lakes Restaurant","88 Lewisham Road, LEWISHAM, 7173","Special","Restaurant","2012/01/24","Wednesday 08 May 2019",549949,5260390,147.610903003671,-42.8074161321044
"7401619X","Tower Pizza","63 Main Road, HUONVILLE, 7109","Special","Restaurant","2017/06/30","Wednesday 08 May 2019",504007,5235973,147.049183675893,-43.0289155460711
"74016250","Peckish?","2/114 Hobart Rd, KINGS MEADOWS, 7249","Special","Restaurant","2005/05/09","Wednesday 08 May 2019",513360,5409327,147.1599914823,-41.4675408772047
"74016304","Asian Gourmet on the Pier","Elizabeth St Pier, 4 Franklin Wharf, HOBART, 7000","Special","Restaurant","2016/05/16","Wednesday 08 May 2019",527274,5251998,147.333988982556,-42.884131287216
"74016432","Three Japanese","38 Waterloo Crescent, BATTERY POINT, 7004","Special","Restaurant","2017/12/22","Wednesday 08 May 2019",527212,5251343,147.333261512609,-42.8900318507066
"7401647X","Museum Courtyard Cafe","40 Macquarie Street, HOBART, 7000","Special","Restaurant","2009/12/03","Wednesday 08 May 2019",527109,5252240,147.331956792873,-42.8819579236431
"74016572","Fish Frenzy","Elizabeth St Pier, 4 Franklin Wharf, HOBART, 7000","Special","Restaurant","2006/08/01","Wednesday 08 May 2019",527219,5252027,147.333314074799,-42.8838721014672
"74016687","Brisbane Street Bistro","24 Brisbane Street, LAUNCESTON, 7250","Special","Restaurant","2018/04/30","Wednesday 08 May 2019",511845,5412971,147.141777310155,-41.4347413376755
"74016742","Hong Kong Restaurant","53-55 Main Road, MOONAH, 7009","Special","Restaurant","2016/12/15","Wednesday 08 May 2019",524205,5256019,147.29623428895,-42.8480249177731
"7401681X","Port Arthur Historic Site","6973 Arthur Highway, PORT ARTHUR, 7182","Special","Restaurant","2017/12/12","Wednesday 08 May 2019",568927,5222999,147.847604344209,-43.142616850875
"74016821","Ming Court Restaurant","636A Sandy Bay Road, SANDY BAY, 7005","Special","Restaurant","2009/02/12","Wednesday 08 May 2019",528982,5248799,147.355069492964,-42.9128756064412
"74016870","Cornelian Bay Boat House/Kiosk","15 Queens Walk, CORNELIAN BAY, 7008","Special","Restaurant","2015/03/20","Wednesday 08 May 2019",526087,5255334,147.319298691307,-42.8541315632702
"74016894","Burger Got Soul (Hobart)","329 Elizabeth Street, NORTH HOBART, 7000","Special","Restaurant","2018/01/19","Wednesday 08 May 2019",525835,5253174,147.316313604582,-42.8735912862899
"74016924","The Dragon Bowl","196 Macquarie Street, HOBART, 7000","Special","Restaurant","2014/05/05","Wednesday 08 May 2019",526503,5251638,147.324564699489,-42.8874002855515
"74017","Lachlan Hotel","6936 Lyell Highway, OUSE, 7140","General","Hotel","2013/11/18","Wednesday 08 May 2019",476369,5296285,146.712466619031,-42.4854273157391
"7401700X","JJ's Bakery and Old Mill Cafe","52 Wellington Street, LONGFORD, 7301","Special","Restaurant","2017/09/19","Wednesday 08 May 2019",510067,5395470,147.120788498015,-41.5924043283618
"74017023","Mother India","213 Elizabeth Street, HOBART, 7000","Special","Restaurant","2012/11/19","Wednesday 08 May 2019",526240,5252648,147.321296762661,-42.8783141856897
"74017047","Zest - The Library Cafe","91 Murray Street, HOBART, 7000","Special","Restaurant","2009/12/18","Wednesday 08 May 2019",526545,5252255,147.325049866014,-42.8818426625441
"74017138","Toysun Chinese Restaurant","25 Goldie Street, WYNYARD, 7325","Special","Restaurant","2009/11/18","Wednesday 08 May 2019",393040,5461720,145.728436033613,-40.9886890855585
"7401714X","Har Wee Yee Restaurant","302 Elizabeth Street, NORTH HOBART, 7000","Special","Restaurant","2009/11/09","Wednesday 08 May 2019",525981,5252855,147.318115899026,-42.8764589763214
"74017163","Cafe 1069","30 Macquarie Street, GEORGE TOWN, 7253","Special","Restaurant","2018/02/07","Wednesday 08 May 2019",485035,5449270,146.821769876702,-41.1077162234236
"74017175","Morty's Coffee and Wine Bar","Shop 4I, 25 Wellington Street, LAUNCESTON, 7250","Special","Restaurant","2012/01/17","Wednesday 08 May 2019",511408,5412450,147.136556541603,-41.4394405863916
"74017254","Indian Kitchen","186 Collins Street, HOBART, 7000","Special","Restaurant","2017/04/24","Wednesday 08 May 2019",526601,5251925,147.325751222773,-42.8848124062389
"74017278","Oz Rock Inn","Beach Road, ULVERSTONE, 7315","Special","Restaurant","2009/11/11","Wednesday 08 May 2019",431456,5443893,146.183092028807,-41.1533935164885
"74017291","Zeps Cafe/Pizzeria","92 High Street, CAMPBELL TOWN, 7210","Special","Restaurant","2009/11/18","Wednesday 08 May 2019",540911,5358078,147.493434092957,-41.9281989454925
"74017308","Chillies Indian Restaurant","5 Gregory Street, SANDY BAY, 7005","Special","Restaurant","2017/05/03","Wednesday 08 May 2019",526702,5250706,147.327046023272,-42.8957861180396
"74017394","Waterfalls Cafe","90 Lake Dobson Road, NATIONAL PARK, 7140","Special","Restaurant","2017/12/06","Wednesday 08 May 2019",476755,5274446,146.716272858514,-42.6821131160086
"74017424","Davies Grand Central Station","78-96 Wellington Street, LAUNCESTON, 7250","Special","Restaurant","2017/09/26","Wednesday 08 May 2019",511525,5412073,147.137964248219,-41.4428347507638
"74017461","Trimboli's","1 Pendrigh Place, ST HELENS, 7216","Special","Restaurant","2009/08/18","Wednesday 08 May 2019",604605,5424676,148.249895595736,-41.3226074648108
"74017485","Tahune Airwalk & Visitor Centre","Geeveston Forest and Heritage Centre, 5 Church Street, GEEVESTON, 7116","Special","Restaurant","2015/05/14","Wednesday 08 May 2019",494031,5220941,146.926572335772,-43.1642647816622
"74017515","Dunalley Waterfront Cafe","4 Imlay Street, DUNALLEY, 7177","Special","Restaurant","2009/10/07","Wednesday 08 May 2019",566524,5251335,147.814677469141,-42.887690311336
"74017576","Hastings Caves & Thermal Springs","754 Hastings Caves Road, HASTINGS, 7109","Special","Restaurant","2009/11/28","Wednesday 08 May 2019",489813,5193351,146.874173635209,-43.4126569979257
"7401759X","The Prickly Cactus","72 George Street, LAUNCESTON, 7250","Special","Restaurant","2016/01/18","Wednesday 08 May 2019",511670,5412874,147.139684547787,-41.4356176302199
"74017680","Pizzarazzi Sorell","Shop 2/31 Cole Street, SORELL, 7172","Special","Restaurant","2018/06/06","Wednesday 08 May 2019",546072,5263312,147.563248876142,-42.78134672822
"74017692","Dynasty Chinese Restaurant","95 Canning Street, LAUNCESTON, 7250","Special","Restaurant","2014/07/01","Wednesday 08 May 2019",511469,5411918,147.137296824388,-41.4442317178774
"74017783","Seahorse Licensed Cafe Restaurant Patisserie","41A Foster Street, BICHENO, 7215","Special","Restaurant","2013/08/28","Wednesday 08 May 2019",608164,5363369,148.303474004276,-41.8742064274259
"74017874","Vina Yummy Kitchen","Shop 18-20, Mayfair Plaza, 236-244 Sandy Bay Road, SANDY BAY, 7005","Special","Restaurant","2009/12/11","Wednesday 08 May 2019",526804,5250708,147.328295203463,-42.8957645322705
"74018","Twisted Lime","112 Liverpool Street, HOBART, 7000","On",NA,"2014/11/21","Wednesday 08 May 2019",526655,5252205,147.326399194461,-42.8822890869875
"74018015","La Mensa","Unit 23, 93 Salamanca Place, BATTERY POINT, 7004","Special","Restaurant","2017/09/22","Wednesday 08 May 2019",527359,5251681,147.335045296961,-42.8869828681832
"74018027","Culinary King","321 Elizabeth Street, NORTH HOBART, 7000","Special","Restaurant","2017/04/07","Wednesday 08 May 2019",525873,5253171,147.316778992906,-42.8736170154324
"74018210","Elm Tree Licensed Cafe","Shop 2B, Cornwall Square, LAUNCESTON, 7250","Special","Restaurant","2014/03/17","Wednesday 08 May 2019",511476,5412999,147.137360089485,-41.4344944848221
"74018313","356 Macquarie Street Foodstore","356 Macquarie Street, SOUTH HOBART, 7004","Special","Restaurant","2010/04/23","Wednesday 08 May 2019",525800,5251034,147.315983416715,-42.8928634644268
"74018350","Tokyo and Seoul Restaurant","Shop 3, 236 Sandy Bay Rd, SANDY BAY, 7005","Special","Restaurant","2010/11/18","Wednesday 08 May 2019",526785,5250740,147.328060967836,-42.8954770358956
"74018386","Ingleside Bakery Pty Ltd","4 Russell Street, EVANDALE, 7212","Special","Restaurant","2009/12/02","Wednesday 08 May 2019",520693,5397808,147.248202627617,-41.5711407650302
"74018398","Yolanda Jean Cafe","11 Centre Way, LAUNCESTON, 7250","Special","Restaurant","2009/07/01","Wednesday 08 May 2019",511633,5412769,147.139243697337,-41.436563957519
"7401843X","All Thai North Hobart","333 Elizabeth Street, HOBART, 7000","Special","Restaurant","2016/07/31","Wednesday 08 May 2019",525826,5253183,147.316202999994,-42.8735105442902
"74018544","Beijing Restaurant","33 Wragg Street, SOMERSET, 7322","Special","Restaurant","2009/11/30","Wednesday 08 May 2019",401835,5455978,145.832058139234,-41.0415093008664
"74018623","Suwan Thai - Launceston","158 Elphin Road, NEWSTEAD, 7250","Special","Restaurant","2006/10/20","Wednesday 08 May 2019",513436,5412172,147.160838293772,-41.4419132991925
"7401891X","Francos Italian Restaurant","42 George Street, LAUNCESTON, 7250","Special","Restaurant","2009/12/01","Wednesday 08 May 2019",511604,5412985,147.138892428896,-41.4346187508659
"74018970","Tarkine Forest Adventures","26059 Bass Highway, SMITHTON, 7330","Special","Other","2010/09/20","Wednesday 08 May 2019",319609,5461482,144.855867662483,-40.9779023903654
"7401910X","Ladybugs Cafe","8 Inglis Street, WYNYARD, 7325","Special","Restaurant","2006/06/27","Wednesday 08 May 2019",392637,5461576,145.723621201794,-40.9899330114724
"74019172","Annapurna Indian Cuisine (North Hobart)","305 Elizabeth Street, NORTH HOBART, 7000","Special","Restaurant","2016/08/29","Wednesday 08 May 2019",525899,5253096,147.31710077988,-42.8742915205949
"74019196","Time out on Emmett","61 Emmett Street, SMITHTON, 7330","Special","Restaurant","2013/07/05","Wednesday 08 May 2019",342042,5477202,145.126361724347,-40.841016984754
"74019378","Grand Banquet","43 Forster Street, NEW TOWN, 7008","Special","Restaurant","2015/10/12","Wednesday 08 May 2019",524531,5254903,147.300272687978,-42.8580643279298
"74019433","Maning Reef Cafe","479 Sandy Bay Road, SANDY BAY, 7005","Special","Restaurant","2010/06/10","Wednesday 08 May 2019",527962,5249436,147.342541541552,-42.9071774515505
"74019470","Suwan Thai Restaurant - Hobart","Galleria, 33 Salamanca Place, BATTERY POINT, 7004","Special","Restaurant","2009/10/26","Wednesday 08 May 2019",527055,5251694,147.331321869988,-42.886876635727
"74019512","Libby's Cafe","Shop 4 Hub Arcade, DEVONPORT, 7310","Special","Restaurant","2012/10/01","Wednesday 08 May 2019",445076,5441382,146.345178780517,-41.1770478459984
"74019585","Old Colony Inn","21 Montagu Street, NEW NORFOLK, 7140","Special","Restaurant","2005/10/01","Wednesday 08 May 2019",505290,5263880,147.064668575279,-42.7775985282475
"74023","Saint John Craft Beer Bar","131-133 St John Street, LAUNCESTON, 7250","General","Hotel","2013/12/01","Wednesday 08 May 2019",511743,5412514,147.140565317978,-41.4388592752801
"74040","The Apple Shed","2064 Huon Highway, GROVE, 7109","Special","Other","2013/12/12","Wednesday 08 May 2019",506958,5240537,147.08534859258,-42.9877951206059
"74062","Nina Bar & Restaurant","Shop 5, 55-59 Cecilia Street, ST HELENS, 7216","On",NA,"2018/05/17","Wednesday 08 May 2019",604548,5424852,148.249184402058,-41.3210298743359
"74073","St Anne's Cricket Club Clubrooms","Cadbury Reserve, 103 Cadbury Road, CLAREMONT, 7011","Club",NA,"2013/11/22","Wednesday 08 May 2019",521535,5262418,147.263313073191,-42.7904800053928
"74098","Peppers Seaport Function Centre","31 Seaport Boulevard, LAUNCESTON, 7250","Special","Function Centre/Cater","2014/10/28","Wednesday 08 May 2019",511117,5413237,147.133058731641,-41.4323557416467
"74104065","Argyle Motor Lodge","2 Lewis Street (cnr Argyle), HOBART, 7000","Special","In-house","2008/05/01","Wednesday 08 May 2019",525679,5253916,147.314369717769,-42.8669147186461
"74104193","Wellers Inn","36 Queen Street, BURNIE, 7320","Special","Restaurant/Accommodation","2010/09/21","Wednesday 08 May 2019",407662,5455170,145.901252667526,-41.0494682340001
"7410434X","Balmoral Motor Inn","511 Brooker Avenue, GOODWOOD, 7010","Special","Restaurant/Accommodation","2009/10/07","Wednesday 08 May 2019",523812,5258025,147.291339716582,-42.8299727726788
"74104351","Balmoral on York","19 York Street, LAUNCESTON, 7250","Special","Restaurant/Accommodation","2006/11/17","Wednesday 08 May 2019",511934,5412720,147.142847538734,-41.4370009092562
"74104399","Queenstown Motor Lodge","54-58 Orr Street, QUEENSTOWN, 7467","Special","Restaurant/Accommodation","2018/07/27","Wednesday 08 May 2019",380709,5340235,145.557781513564,-42.0809016359565
"74104442","Motel 429","429 Sandy Bay Road, SANDY BAY, 7005","Special","Restaurant/Accommodation","2010/12/06","Wednesday 08 May 2019",527529,5249716,147.33722352897,-42.9046717762553
"74104454","Silver Hills Motel","64 Penghana Road, QUEENSTOWN, 7467","Special","Restaurant/Accommodation","2011/08/01","Wednesday 08 May 2019",380781,5341401,145.558889297378,-42.0704142641579
"74104478","Waterfront Wynyard Motor Inn","Goldie Street, WYNYARD, 7325","Special","Restaurant/Accommodation","2009/12/18","Wednesday 08 May 2019",393607,5461764,145.735182654892,-40.9883669665125
"74104521","Riverfront Motel","11 Strathaven Drive, ROSETTA, 7010","Special","Restaurant/Accommodation","2009/12/07","Wednesday 08 May 2019",521308,5259452,147.260649626031,-42.8171960943751
"74104612","Boomerang by the Sea","Golf Club Road, CURRIE, 7256","Special","Restaurant/Accommodation","2010/02/25","Wednesday 08 May 2019",230355,5574626,143.844322171804,-39.9355565396751
"7410529X","Beachfront Voyager Motor Inn","9 North Terrace, BURNIE, 7320","Special","Restaurant/Accommodation","2006/07/06","Wednesday 08 May 2019",407997,5455133,145.905232675046,-41.0498394078454
"74105446","The Grove","25 Cimitiere Street, GEORGE TOWN, 7253","Special","Restaurant/Accommodation","2008/02/04","Wednesday 08 May 2019",484797,5449523,146.818941618504,-41.1054327729734
"7410546X","Comfort Inn Gold Rush","65 Batchelor Street, QUEENSTOWN, 7467","Special","Restaurant/Accommodation","2014/05/30","Wednesday 08 May 2019",381199,5340930,145.563844896935,-42.0747183450954
"74105495","Comfort Inn Coach House","10 York Street, LAUNCESTON, 7250","Special","Restaurant/Accommodation","2018/07/10","Wednesday 08 May 2019",512216,5413128,147.146214763093,-41.4333215977025
"74106244","Stanley Seaview Inn","58 Dovecote Road, STANLEY, 7331","Special","Restaurant/Accommodation","2007/08/20","Wednesday 08 May 2019",354795,5486244,145.279669133191,-40.7619559270133
"74106542","Tynwald Willow Bend Estate","Lyell Highway, NEW NORFOLK, 7140","Special","Restaurant/Accommodation","2009/10/15","Wednesday 08 May 2019",506219,5264139,147.076022444062,-42.775259144318
"74106724","Norfolk Bay Convict Station","5862 Arthur Highway, TARANNA, 7180","Special","Restaurant/Accommodation","2006/05/11","Wednesday 08 May 2019",570437,5233335,147.864860189678,-43.0494133876096
"74106736","Lemonthyme Wilderness Retreat","770 Dolcoath Road, Off Cradle Mountain Road, MOINA, 7306","Special","Restaurant/Accommodation","2017/06/23","Wednesday 08 May 2019",424680,5403103,146.097286134768,-41.5201716280747
"74106761","Anchor Wheel Motel & Restaurant","59 Tully Street, ST HELENS, 7216","Special","Restaurant/Accommodation","2017/08/11","Wednesday 08 May 2019",603704,5425281,148.239029014911,-41.3172754531899
"74115300","Baudins","125 The Esplanade, NARACOOPA, 7256","Special","Restaurant/Accommodation","2017/10/01","Wednesday 08 May 2019",253575,5577441,144.116791632861,-39.9173017113559
"74115580","Stanley Village","11-17 Wharf Road, STANLEY, 7331","Special","Restaurant/Accommodation","2016/10/19","Wednesday 08 May 2019",356464,5485703,145.299310224925,-40.7671204524353
"74115610","The Grange","4 Commonwealth Lane, CAMPBELL TOWN, 7210","Special","Restaurant/Accommodation","2017/02/27","Wednesday 08 May 2019",540993,5358086,147.494422516146,-41.9281226396616
"74116055","Bushmans Bar and Cafe","1 Harold Street, STRAHAN, 7468","Special","Restaurant/Accommodation","2015/09/16","Wednesday 08 May 2019",361866,5331859,145.328077070037,-42.1532193509441
"74116584","Pepperberry Cafe","100 Pioneer Drive, MOLE CREEK, 7304","Special","Restaurant/Accommodation","2014/05/25","Wednesday 08 May 2019",449872,5399408,146.398885418872,-41.5554256890556
"74116705","Sunrise Motor Inn","140 North Fenton Street, DEVONPORT, 7310","Special","Restaurant/Accommodation","2015/10/21","Wednesday 08 May 2019",446478,5442461,146.361987163093,-41.1674226659404
"74116882","Tamar Cove Motel","4421 West Tamar Highway, BEAUTY POINT, 7270","Special","Restaurant/Accommodation","2017/09/13","Wednesday 08 May 2019",484711,5442490,146.817742137878,-41.1687842715076
"74116900","City View Motel","30 Tasman Highway, ROSE BAY, 7015","Special","Restaurant/Accommodation","2007/08/23","Wednesday 08 May 2019",529631,5254488,147.36272020037,-42.8616207255978
"74116948","Tranquilles","9 Gumbowie Drive, PORT SORELL, 7307","Special","Restaurant/Accommodation","2014/08/01","Wednesday 08 May 2019",460382,5442322,146.527715466785,-41.1694735456535
"74117126","Edge of the Bay Resort","2308 Coles Bay Road, COLES BAY, 7215","Special","Restaurant/Accommodation","2009/11/06","Wednesday 08 May 2019",604333,5336946,148.262010067137,-42.1126469044287
"74118118","Villarett Gardens","789 Railton Road, KIMBERLEY, 7304","Special","Restaurant/Accommodation","2009/12/11","Wednesday 08 May 2019",460206,5414538,146.52380082016,-41.4197283678045
"74118131","Ross Village Bakery and Inn","15 Church Street, ROSS, 7209","Special","Restaurant/Accommodation","2014/12/11","Wednesday 08 May 2019",540869,5347038,147.493694929109,-42.0276314237978
"74118295","The Racecourse Inn","114 Marlbourough Street, LONGFORD, 7301","Special","Restaurant/Accommodation","2016/12/15","Wednesday 08 May 2019",509845,5393997,147.118149041578,-41.605674818454
"74118532","Sealers Cove Restaurant & Accommodation","2 Main Road, STANLEY, 7331","Special","Restaurant/Accommodation","2014/01/04","Wednesday 08 May 2019",356037,5486372,145.294407088478,-40.7610217118901
"74118568","City Park Grand","22 Tamar Street, LAUNCESTON, 7250","Special","Restaurant/Accommodation","2008/07/04","Wednesday 08 May 2019",511706,5413252,147.140108128418,-41.4322122594745
"74118982","Blue Wren Tea Rooms","225 Penguin Road, ULVERSTONE, 7315","Special","Restaurant/Accommodation","2017/06/05","Wednesday 08 May 2019",427460,5445611,146.135675933535,-41.1375719491374
"74158","Charcoal Fire Indian and Persian Restaurant","313 Wellington Street, SOUTH LAUNCESTON, 7249","Special","Restaurant","2013/11/20","Wednesday 08 May 2019",512029,5410958,147.144019755918,-41.452870728384
"74172","Flavours Chinese Restaurant","141 Sandy Bay Road, SANDY BAY, 7005","Special","Restaurant","2015/09/14","Wednesday 08 May 2019",526572,5250940,147.325442728342,-42.893683459313
"74174","Short & Stout","2207 Channel Highway, SNUG, 7054","On-Restaurant",NA,"2018/08/10","Wednesday 08 May 2019",520791,5231848,147.255350692159,-43.0657869236258
"74205616","MV George Robinson","Arthur River Road, ARTHUR RIVER, 7330","Special","Conveyance","2014/09/30","Wednesday 08 May 2019",303460,5453393,144.661492001466,-41.0469805724612
"74215932","Tamar Odyssey MV","Home Point, 78 Paterson Street, LAUNCESTON, 7250","Special","Conveyance","2007/11/07","Wednesday 08 May 2019",510839,5412880,147.12973777671,-41.435575231678
"74217886","MV Marana","Port Arthur Historic Site, PORT ARTHUR, 7182","Special","Conveyance","2017/06/08","Wednesday 08 May 2019",569124,5222411,147.850099980766,-43.1478931550166
"74218672","MV Lady Launceston","Home Point, 78 Paterson Street, LAUNCESTON, 7250","Special","Conveyance","2007/11/07","Wednesday 08 May 2019",510803,5412922,147.129306123734,-41.4351974004131
"74218787","Lady Jane Franklin II","Esplanade, STRAHAN, 7468","Special","Conveyance","2018/05/18","Wednesday 08 May 2019",361936,5331853,145.328922553886,-42.1532857080391
"74219305","Peppermint Bay II","Brooke Street Pier, 12 Franklin Wharf, HOBART, 7000","Special","Conveyance","2011/10/13","Wednesday 08 May 2019",527198,5251936,147.333061328822,-42.8846923158393
"74219561","MV Excella","Brooke Street Pier, 12 Franklin Wharf, HOBART, 7000","Special","Conveyance","2013/01/30","Wednesday 08 May 2019",527096,5251924,147.331812856629,-42.8848040041092
"74235","Cradle Mountain Wilderness Village","3816 Cradle Mountain Road, CRADLE MOUNTAIN, 7306","Special","Restaurant","2016/10/26","Wednesday 08 May 2019",411639,5396595,145.940055919576,-41.5774486903449
"74240","Alchemy Cafe","640 Forth Road, FORTH, 7310","Special","Restaurant","2018/06/29","Wednesday 08 May 2019",437389,5439898,146.253387127974,-41.1898570345322
"74248","Iron Pot Bay Vineyard","7 West Arm Road, ROWELLA, 7270","Special","Other","2016/01/31","Wednesday 08 May 2019",484356,5444899,146.813571753886,-41.1470773613603
"74305756","Princess Theatre","57 Brisbane Street, LAUNCESTON, 7250","Special","Theatre","2017/01/23","Wednesday 08 May 2019",511809,5412811,147.141349540336,-41.4361830723864
"74306025","Playhouse Theatre","106 Bathurst Street, HOBART, 7000","Special","Theatre","2012/11/22","Wednesday 08 May 2019",526558,5252293,147.325207254377,-42.8815000154655
"7430627X","Theatre Royal","29 Campbell Street, HOBART, 7000","Special","Theatre","2011/04/05","Wednesday 08 May 2019",527050,5252516,147.331221039447,-42.8794746006981
"74316444","Collegiate Performing Arts Centre","212-218 Macquarie Street, HOBART, 7000","Special","Theatre","2015/05/20","Wednesday 08 May 2019",526460,5251545,147.324042498834,-42.8882392536463
"74316547","Salamanca Arts Centre Inc","65-77 Salamanca Place, BATTERY POINT, 7004","Special","Theatre","2012/02/10","Wednesday 08 May 2019",527247,5251668,147.333674370108,-42.8871039402786
"74317","Alabama Hotel Hobart","1st-2nd Floor, 72 Liverpool Street, HOBART, 7000","On",NA,"2017/10/20","Wednesday 08 May 2019",526769,5252337,147.327788846841,-42.8810964216406
"74341","Coal Valley Vineyard","257 Richmond Road, CAMBRIDGE, 7170","Special","Restaurant","2017/11/19","Wednesday 08 May 2019",536542,5259145,147.447014717474,-42.8193848681263
