"LICENCE_NO","PREMISE_NAME","PREMISE_ADDRESS","CATEGORY","SUB_CATEGORY","CURRENCY","LAST_UPDATED","EASTING","NORTHING","LONGITUDE","LATITUDE"
"50049","Secret Buddha Cafe","63 West Park Grove, PARK GROVE, 7320","Special","Restaurant","2016/02/22","Wednesday 08 May 2019",406913,5454853,145.892293870462,-41.0522379762298
"50074","Hearth Pizza & Small Plates","37 Montpelier Retreat, BATTERY POINT, 7004","Special","Restaurant","2017/11/30","Wednesday 08 May 2019",526992,5251486,147.330560371197,-42.8887519302655
"50076","Tiger Ranch Vineyards","116 Allisons Road, LOWER BARRINGTON, 7306","Special","Wholesaler","2005/11/22","Wednesday 08 May 2019",440826,5426738,146.293092452898,-41.3086496766213
"50080","Tacos Mexican Restaurant","Suite 1, Ground Floor, City Mill Building, 11 - 13 Morrison Street, HOBART, 7000","On-Restaurant",NA,"2018/04/01","Wednesday 08 May 2019",527072,5252016,147.331514525614,-42.8839763842603
"50090","Third Child Wines","134 Mt Rumney Road, MOUNT RUMNEY, 7170","Special","Online / Internet","2006/01/19","Wednesday 08 May 2019",535245,5255261,147.431392315191,-42.8544214849818
"50107","AquaGrill Seafood Cafe","3419 Main Road, FRANKLIN, 7113","On-Restaurant",NA,"2015/08/31","Wednesday 08 May 2019",500789,5229038,147.009694367512,-43.0913753482327
"50118","Devonport City Soccer Club","34-44 Lovett Street, DEVONPORT, 7310","Club",NA,"2015/08/19","Wednesday 08 May 2019",444372,5440408,146.336697490134,-41.1857729820647
"50126","Charlemont","2862 Lyell Highway, HAYES, 7140","Special","Wholesaler","2009/10/29","Wednesday 08 May 2019",496468,5269118,146.956855143661,-42.7304379618143
"50127","Basin Cafe","Cataract Gorge Cliff Grounds, 74-90 Basin Road, WEST LAUNCESTON, 7250","On-Restaurant",NA,"2008/05/02","Wednesday 08 May 2019",509750,5410937,147.116734344503,-41.4530908095455
"50130","Mountain Mumma","60-62 Main Road, SHEFFIELD, 7306","Special","Restaurant","2014/02/23","Wednesday 08 May 2019",443592,5418538,146.325371604363,-41.382705838049
"50143","15 Tables","13-15 Murray Street, EAST DEVONPORT, 7310","Special","Restaurant","2017/04/05","Wednesday 08 May 2019",447111,5441089,146.369413945237,-41.1798223945504
"50165","The Pickled Frog","281 Liverpool Street, HOBART, 7000","General","Hotel","2018/03/20","Wednesday 08 May 2019",526271,5251820,147.321715076036,-42.8857693713861
"50203","The Red Velvet Lounge","24 Mary Street, CYGNET, 7112","On-Restaurant",NA,"2016/09/22","Wednesday 08 May 2019",506263,5221274,147.077040534709,-43.1612637966489
"50216","Dannebrog Cafe Bar & Grill","161 Rooke Street, DEVONPORT, 7310","On-Restaurant",NA,"2008/05/02","Wednesday 08 May 2019",446395,5441417,146.360906430346,-41.1768209150228
"50231","Handle Bar","33 Frederick Street, LAUNCESTON, 7250","Special","Other","2012/07/25","Wednesday 08 May 2019",511627,5412144,147.139183906725,-41.4421937462276
"50258","Awu Delicious Food","Shop 1, 15 Hunter Street, HOBART, 7000","On-Restaurant",NA,"2010/12/15","Wednesday 08 May 2019",527326,5252346,147.334608812255,-42.8809956453354
"50306","Bruny Island House of Whisky","360 Lennon Road, NORTH BRUNY, 7150","General","Tavern","2014/11/21","Wednesday 08 May 2019",526297,5222530,147.323414727915,-43.1495225727617
"50335","Bentley's Wildside Vineyard","67 East Shelley Road, ORFORD, 7190","Special","Wine Producer - Grape","2005/11/09","Wednesday 08 May 2019",573768,5286706,147.898769737934,-42.5685299218082
"50351","Jackson's Emporium","8 Arthur Street, HAMILTON, 7140","Special","Restaurant","2017/07/01","Wednesday 08 May 2019",486465,5288579,146.835128031184,-42.5550684382024
"50365","Bryher Food","91 George Street, LAUNCESTON, 7250","Special","Restaurant","2015/11/30","Wednesday 08 May 2019",511796,5412744,147.141195243297,-41.436786767746
"50376","Huon Valley Vineyard","3883 Huon Highway, FRANKLIN, 7113","Special","Wine Producer - Grape","2013/06/05","Wednesday 08 May 2019",499133,5225133,146.989341154128,-43.1265394693703
"50379","Norfolk Bay Vineyard","414 Nubeena Road, KOONYA, 7187","Special","Wine Producer - Grape","2013/04/29","Wednesday 08 May 2019",567381,5232047,147.827496959979,-43.0612880201958
"50413","Salamanca Fresh Lenah Valley","116 Augusta Road, LENAH VALLEY, 7008","Special","Other","2017/02/23","Wednesday 08 May 2019",524164,5254030,147.29581799828,-42.8659375502158
"50534","Cafe Culture Trevallyn","1-3 Osbourne Avenue, TREVALLYN, 7250","On-Restaurant",NA,"2015/07/30","Wednesday 08 May 2019",509962,5412929,147.119239710606,-41.4351452210601
"50618","St Imre Vineyard","6900 Huon Highway, DOVER, 7117","Special","Wine Producer - Grape","2007/12/17","Wednesday 08 May 2019",500825,5205084,147.010172466229,-43.3070757092727
"50652","UTAS Accommodation Services (Pepperz Cafe) - Hobart Campus","20 College Road, SANDY BAY, 7005","Special","Other","2017/10/17","Wednesday 08 May 2019",526326,5249618,147.322491905936,-42.9055967345329
"50756","Rendezvous Cafe","Shop 4, Salamanca Square, BATTERY POINT, 7004","Special","Restaurant","2014/07/01","Wednesday 08 May 2019",527144,5251615,147.332415586849,-42.8875848806845
"50766","Bishops Vineyard","86 Acton Road, ACTON PARK, 7170","Special","Wine Producer - Grape","2017/06/26","Wednesday 08 May 2019",539085,5250376,147.478731608654,-42.8982240427884
"50773","Rocky Glen","1 Lovers Lane, NARACOOPA, 7256","On-Restaurant",NA,"2008/05/02","Wednesday 08 May 2019",253903,5576614,144.120312730391,-39.9248388130935
"50810","Kelvedon","12371 Tasman Highway, SWANSEA, 7190","Special","Wine Producer - Grape","2005/10/19","Wednesday 08 May 2019",588588,5331209,148.072465437879,-42.1662442867781
"50851","Bark Mill Tavern","96 Tasman Highway, SWANSEA, 7190","General","Tavern","2008/06/02","Wednesday 08 May 2019",588348,5336247,148.068797069799,-42.120904871723
"50865","Eagle Hawk Fine Wine Cellar","381 Elizabeth Street, NORTH HOBART, 7000","Off",NA,"2014/07/04","Wednesday 08 May 2019",525706,5253351,147.314726103399,-42.8720017263844
"50973","Settler's Restaurant","144 Emu Bay Road, DELORAINE, 7304","Special","Other","2017/04/01","Wednesday 08 May 2019",470107,5403431,146.641729233221,-41.5202020968649
"51030","Pressing Matters","665 Middle Tea Tree Road, TEA TREE, 7017","Special","Wine Producer - Grape","2010/09/09","Wednesday 08 May 2019",529789,5271087,147.363777958175,-42.7121365230177
"51130","Dainty Legend Chinese Kitchen","4a Yorktown Square, LAUNCESTON, 7250","On",NA,"2018/03/06","Wednesday 08 May 2019",511729,5412896,147.1403903217,-41.4354186049997
"51183","Star & Garter Bottleshop","87 High Street, NEW NORFOLK, 7140","Off",NA,"2018/02/26","Wednesday 08 May 2019",505398,5263585,147.065991661258,-42.7802543780471
"51215","Queenstown RSL Sub-Branch","14-16 Cutten Street, QUEENSTOWN, 7467","Club",NA,"2017/08/08","Wednesday 08 May 2019",380475,5340287,145.554963967247,-42.0803978612253
"51261","The Yolla Tavern","1610 Murchison Highway, YOLLA, 7325","General","Tavern","2012/09/17","Wednesday 08 May 2019",392081,5446340,145.714343375087,-41.1270732222953
"51336","Strahan Village","41 The Esplanade, STRAHAN, 7468","General","Hotel","2018/05/18","Wednesday 08 May 2019",362181,5332075,145.331939220652,-42.1513302764416
"51379","Quest Launceston","16 Paterson Street, LAUNCESTON, 7250","Special","Other","2014/04/01","Wednesday 08 May 2019",511589,5412879,147.138714921786,-41.4355737656338
"51484","Milton Vineyard","14635 Tasman Highway, SWANSEA, 7190","Special","Wine Producer - Grape","2016/12/21","Wednesday 08 May 2019",587285,5346766,148.054370360482,-42.0263001054816
"51516","Sapa Rose","79-81 Harrington Street, HOBART, 7000","Special","Restaurant","2010/10/19","Wednesday 08 May 2019",526565,5251950,147.325309197086,-42.8845885315202
"51580","Indian Chilli Club","18 Cole Street, SORELL, 7172","Special","Other","2016/07/15","Wednesday 08 May 2019",546177,5263242,147.564538209993,-42.781970757435
"51692","Observatory","Upper Level, Murray Street Pier, Lot 1 Franklin Wharf, HOBART, 7000","On",NA,"2012/11/28","Wednesday 08 May 2019",527119,5251858,147.332097693986,-42.8853975254396
"51740","Ghost Rock Vineyard","1055 Port Sorell Main Road, NORTHDOWN, 7307","Special","Wine Producer/Restaurant","2017/07/04","Wednesday 08 May 2019",458431,5441805,146.504423396746,-41.1740327813113
"51845","The Moonah Hotel","99 Main Road, MOONAH, 7009","General","Tavern","2018/01/17","Wednesday 08 May 2019",524136,5256178,147.295383017195,-42.8465952707397
"51911","Freycinet Lodge","Freycinet National Park, 2898 Freycinet Drive, COLES BAY, 7215","General","Hotel","2017/08/31","Wednesday 08 May 2019",607592,5334316,148.301905987436,-42.135887522346
"51916","BWS (Aberfeldy)","124 Davey Street, HOBART, 7000","Off",NA,"2017/01/23","Wednesday 08 May 2019",526409,5251369,147.323426217321,-42.8898259211713
"51917","BWS (New Norfolk)","79 High Street, NEW NORFOLK, 7140","Off",NA,"2016/11/18","Wednesday 08 May 2019",505334,5263547,147.065209607684,-42.7805970326304
"51918","BWS (Regent)","26 North Terrace, BURNIE, 7320","Off",NA,"2015/04/22","Wednesday 08 May 2019",407763,5455262,145.902468045235,-41.0486510864365
"51919","BWS (Invermay)","321 Invermay Road, INVERMAY, 7248","Off",NA,"2018/02/15","Wednesday 08 May 2019",511007,5415670,147.131697867645,-41.4104418780985
"51921","BWS (Upper Burnie)","195 Mount Street, BURNIE, 7320","Off",NA,"2018/06/04","Wednesday 08 May 2019",407761,5452900,145.902090520876,-41.0699241875764
"51922","BWS (Launceston)","50 Wellington Street, LAUNCESTON, 7250","Off",NA,"2018/06/26","Wednesday 08 May 2019",511457,5412284,147.13714622986,-41.4409351374088
"51987","The Happy Chef","3 William Street, LONGFORD, 7301","On",NA,"2008/05/02","Wednesday 08 May 2019",510114,5395170,147.121357485667,-41.5951059205293
"52054","Maldinis Italian Cafe Restaurant","47 Salamanca Place, BATTERY POINT, 7004","On-Restaurant",NA,"2008/05/02","Wednesday 08 May 2019",527156,5251690,147.332558912839,-42.8869090701573
"52059","Lions Club of Kings Meadows","18 Merino Street, KINGS MEADOWS, 7249","Special","Other","2009/09/28","Wednesday 08 May 2019",513461,5408354,147.161222707683,-41.4763034497864
"52166","Adams Store","26 Mellifont Street, WEST HOBART, 7000","Special","Other","2006/07/03","Wednesday 08 May 2019",525081,5252846,147.307096701172,-42.8765701104793
"52260","Hellyers Road Distillery","153 Old Surrey Road, BURNIE, 7320","Special","Other","2011/01/21","Wednesday 08 May 2019",408395,5450899,145.909337730701,-41.0880178014362
"52293","BWS (Kingston)","Kingston Town Shopping Centre, 37-59 Maranoa Road, KINGSTON, 7050","Off",NA,"2014/10/16","Wednesday 08 May 2019",525219,5241660,147.309289917461,-42.9772963324678
"52302","Solstice Cafe Restaurant","29 Salamanca Place, BATTERY POINT, 7004","On-Restaurant",NA,"2018/01/24","Wednesday 08 May 2019",527045,5251703,147.331198976062,-42.886795943986
"52304","Winter Brook Vineyard","150 Hjorts Road, LOIRA, 7275","Special","Wine Producer - Grape","2010/08/17","Wednesday 08 May 2019",490868,5432189,146.890984691655,-41.2616672484755
"52353","Lotus Garden","1640 Channel Highway, MARGATE, 7054","Special","Other","2016/03/10","Wednesday 08 May 2019",521526,5236789,147.26418672985,-43.0212730866365
"52379","BWS (Wynyard)","1 Inglis Street, WYNYARD, 7325","Off",NA,"2018/06/04","Wednesday 08 May 2019",392761,5461613,145.725101439427,-40.989616100001
"52426","MountainView Meadery","42 Ruth Drive, LENAH VALLEY, 7008","Special","Online / Internet","2007/09/23","Wednesday 08 May 2019",523195,5253559,147.283974994882,-42.8702090281019
"52584","Roaring Grill","301 Elizabeth Street, NORTH HOBART, 7000","On",NA,"2013/04/16","Wednesday 08 May 2019",525908,5253085,147.317211479276,-42.8743902720094
"52622","Touchwood Cafe & Restaurant","31 Church Street, STANLEY, 7331","Special","Restaurant/Accommodation","2015/10/23","Wednesday 08 May 2019",356146,5486423,145.295709648124,-40.7605815510511
"52623","Epsom House","333 Brighton Road, PONTVILLE, 7030","Special","Other","2006/08/07","Wednesday 08 May 2019",521649,5273976,147.264264604559,-42.6863922923984
"52750","Kenroy Estate","18427 Tasman Highway, BICHENO, 7215","Special","Wine Producer - Grape","2018/06/27","Wednesday 08 May 2019",604256,5367960,148.255581290191,-41.8333905342355
"52768","Club Hotel Bottle Shop Burnie","22 Mount Street, BURNIE, 7320","Off",NA,"2011/06/24","Wednesday 08 May 2019",407956,5455011,145.904726666886,-41.0509335669713
"52836","Cugini Restaurant","34 Cambridge Road, BELLERIVE, 7018","Special","Restaurant","2012/01/25","Wednesday 08 May 2019",529980,5253029,147.367070150211,-42.8747455727572
"52927","Devonport Golf Club","66 Woodrising Avenue, SPREYTON, 7310","On",NA,"2011/02/21","Wednesday 08 May 2019",446001,5437239,146.355840500869,-41.2144275144658
"52986","Poseidon Restaurant","50 King Street, SANDY BAY, 7005","On-Restaurant",NA,"2016/09/06","Wednesday 08 May 2019",526610,5250826,147.325913534811,-42.8947087181466
"53044","Huon's Little Treasure Bistro","3422 Huon Highway, FRANKLIN, 7113","Special","Restaurant","2008/01/31","Wednesday 08 May 2019",500733,5229056,147.009006277128,-43.0912133154195
"53186","SK's Indian Restaurant","159 Rooke Street, DEVONPORT, 7310","On-Restaurant",NA,"2018/04/09","Wednesday 08 May 2019",446403,5441406,146.361000839925,-41.176920525598
"53209","Penghana Bed and Breakfast","32 Esplanade, QUEENSTOWN, 7467","Special","Other","2016/01/15","Wednesday 08 May 2019",380200,5340583,145.551700907678,-42.0776908708428
"53270","Ivory Lounge Bar","Basement, 121 Collins Street, HOBART, 7000","On",NA,"2017/02/10","Wednesday 08 May 2019",526651,5252044,147.326357855735,-42.8837390523867
"53329","Globe Hotel","178 Davey Street, SOUTH HOBART, 7004","General","Hotel","2011/11/09","Wednesday 08 May 2019",526191,5251137,147.320767278106,-42.8919226202966
"53396","Fish on the Edge","37-39 Main Road, WIVENHOE, 7320","Special","Restaurant","2017/01/12","Wednesday 08 May 2019",410554,5453137,145.935364120093,-41.0681015567751
"53461","Irishtown Community Centre","RA 600 Irishtown Road, IRISHTOWN, 7330","Club",NA,"2012/09/20","Wednesday 08 May 2019",343805,5469383,145.145298798939,-40.9117546652593
"53560","The Grand Poobah Bar","142 Liverpool Street, HOBART, 7000","On",NA,"2010/12/21","Wednesday 08 May 2019",526580,5252104,147.325485590512,-42.883201219681
"53600","Le Provencal","417 Macquarie Street, SOUTH HOBART, 7004","Special","Restaurant","2007/02/01","Wednesday 08 May 2019",525534,5251000,147.312727197793,-42.8931785837517
"53698","Tasman Backpackers","114 Tasman Street, DEVONPORT, 7310","Special","In-house","2014/02/18","Wednesday 08 May 2019",444739,5441012,146.341127815249,-41.1803576581433
"53707","Taj Mahal Indian Restaurant","26 King Street, DEVONPORT, 7310","Special","Restaurant","2017/12/04","Wednesday 08 May 2019",446448,5440990,146.361500921395,-41.1806705783722
"53722","Little Asia","153 Rooke Street, DEVONPORT, 7310","On-Restaurant",NA,"2018/01/22","Wednesday 08 May 2019",446401,5441392,146.360975771136,-41.177046496913
"53762","Hathapota Vineyard","416 Rowella Road, ROWELLA, 7270","Special","Wine Producer - Grape","2006/12/16","Wednesday 08 May 2019",491952,5440751,146.904037979104,-41.1845533356794
"53793","Cellarbrations at Bayview Market","Shop 1, Lot 4 Opal Drive, BLACKMANS BAY, 7052","Off",NA,"2009/12/08","Wednesday 08 May 2019",525967,5239348,147.318570870002,-42.9980906697047
"53826","Piermont Retreat","12990 Tasman Highway, SWANSEA, 7190","Special","Restaurant/Accommodation","2014/07/02","Wednesday 08 May 2019",588688,5332503,148.073478861882,-42.1545807132209
"53845","Village Cinemas Hobart","181 Collins Street, HOBART, 7000","Special","Other","2018/08/27","Wednesday 08 May 2019",526438,5251855,147.32375848065,-42.8854484270451
"53846","Toong Thong Thai","Shop 19 - Yorktown Square, LAUNCESTON, 7250","Special","Other","2012/06/05","Wednesday 08 May 2019",511738,5412884,147.140498280018,-41.4355265638374
"53902","Three Willows Vineyard","46 Montana Road, RED HILLS, 7304","Special","Wine Producer - Grape","2018/08/14","Wednesday 08 May 2019",466106,5401573,146.593673215572,-41.5367780660628
"54056","Dawat 'The Invitation'","122 Cambridge Road, BELLERIVE, 7018","Special","Other","2018/04/16","Wednesday 08 May 2019",530366,5253785,147.371755312954,-42.8679224646309
"54057","Fish Frenzy Burnie","Burnie Surf Club, Grd Floor, 2 North Terrace, BURNIE, 7320","On-Restaurant",NA,"2008/09/12","Wednesday 08 May 2019",408080,5455171,145.906225809723,-41.0495065373238
"54062","Bay Views Burnie","1st Floor, 2 North Terrace, BURNIE, 7320","On",NA,"2014/07/18","Wednesday 08 May 2019",408063,5455173,145.906023856997,-41.0494866043933
"54145","Waterton Hall","61 Waterton Hall Road, ROWELLA, 7270","Special","Other","2017/06/23","Wednesday 08 May 2019",492807,5440749,146.914232716364,-41.18457939443
"54977","Peppers York Cove","2 Ferry Boulevard, GEORGE TOWN, 7253","General","Hotel","2017/09/26","Wednesday 08 May 2019",485201,5448756,146.823734511525,-41.1123493890094
"54999","Australian Honey Products","11/11 High Street, LAUNCESTON, 7250","Special","Other","2018/06/20","Wednesday 08 May 2019",512410,5413110,147.148537134439,-41.4334807587824
"55107","Nubeena One Stop Bottle Shop","Shop 2 - 1856 Nubeena Road, NUBEENA, 7184","Off",NA,"2009/01/09","Wednesday 08 May 2019",561234,5226044,147.752674740955,-43.115861005788
"55108","Furneaux Restaurant","2 Tasman Highway, ST HELENS, 7216","On-Restaurant",NA,"2018/07/06","Wednesday 08 May 2019",604342,5423772,148.246909017301,-41.3307825960637
"55140","Suzie Luck's Canteen & Cocktail Bar","2 Salamanca Square, BATTERY POINT, 7004","On-Restaurant",NA,"2017/08/31","Wednesday 08 May 2019",527111,5251592,147.332012573919,-42.8877931710203
"55151","Tailrace Centre","1 Waterfront Drive, RIVERSIDE, 7250","Special","Function Centre/Cater","2012/05/11","Wednesday 08 May 2019",509316,5414480,147.111483555873,-41.4211822650341
"55159","BWS (Legana)","2-12 Freshwater Point Road, LEGANA, 7277","Off",NA,"2016/11/02","Wednesday 08 May 2019",503527,5420919,147.042169758293,-41.3632284620272
"55168","Daiquiri Isle Pty Ltd","67 Seven Mile Beach Road, SEVEN MILE BEACH, 7170","Special","Other","2017/06/07","Wednesday 08 May 2019",540661,5254517,147.497734686562,-42.8608522397779
"55267","The River Cafe Beauty Point","225 Flinders Street, BEAUTY POINT, 7270","On-Restaurant",NA,"2013/12/16","Wednesday 08 May 2019",484820,5444717,146.819096670536,-41.1487256264097
"55345","Hotel Grand Chancellor Launceston","29 Cameron Street, LAUNCESTON, 7250","General","Hotel","2009/10/15","Wednesday 08 May 2019",511777,5412973,147.140963355688,-41.4347243227455
"55376","South Riana Bottle Shop","1705 Pine Road, SOUTH RIANA, 7316","Off",NA,"2008/10/31","Wednesday 08 May 2019",414322,5434636,145.977620346428,-41.2351376582856
"55397","Last Drop Vineyard","41 Prossers Road, RICHMOND, 7025","Special","Wine Producer - Grape","2012/01/12","Wednesday 08 May 2019",536668,5269108,147.447908984907,-42.729660326712
"55403","Anabel's Of Scottsdale","46 King Street, SCOTTSDALE, 7260","Special","Restaurant","2015/10/16","Wednesday 08 May 2019",543069,5443059,147.513370427269,-41.1626589061485
"55610","Gateway Cafe","1 Charles Street, ORFORD, 7190","Special","Restaurant","2007/11/06","Wednesday 08 May 2019",571610,5287779,147.872345618904,-42.5590710475899
"55614","Pear Ridge","1683 Channel Highway, MARGATE, 7054","Special","Restaurant","2007/12/10","Wednesday 08 May 2019",521218,5236555,147.260415616819,-43.0233889106647
"55655","Cargo Bar & Pizza Lounge","51 Salamanca Place, BATTERY POINT, 7004","On",NA,"2012/11/28","Wednesday 08 May 2019",527176,5251691,147.33280378521,-42.8868993533478
"55674","Glencoe Country Bed & Breakfast","1468 Sheffield Road, BARRINGTON, 7306","Special","Other","2017/03/13","Wednesday 08 May 2019",439828,5424587,146.280958074958,-41.3279499647246
"55813","Artifakt Gallery Cafe","26 Franklin Street, SWANSEA, 7190","General","Tavern","2017/04/24","Wednesday 08 May 2019",588842,5335940,148.074818986453,-42.1236135549681
"55871","Vanidol's Asian Cuisine South Hobart","361A Macquarie Street, SOUTH HOBART, 7004","On-Restaurant",NA,"2012/08/07","Wednesday 08 May 2019",525801,5251093,147.315992951526,-42.8923321283652
"55965","Rosevears Vineyard","1a Waldhorn Drive, GRINDELWALD, 7277","Special","Wine Producer - Grape","2011/06/29","Wednesday 08 May 2019",500768,5423449,147.009179213414,-41.340446373843
"56022","Stone & Barrow","27 Bridge Street, RICHMOND, 7025","Special","Other","2017/03/20","Wednesday 08 May 2019",535720,5268435,147.436371740789,-42.7357655603319
"56124","Sault Cafe","Shop 4, Moonah Central Shopping Centre, 110 Main Road, MOONAH, 7009","On-Restaurant",NA,"2018/04/09","Wednesday 08 May 2019",523973,5256236,147.293385732221,-42.8460780970316
"56278","Thai Smile Cafe and Takeaway","12 Cattley Street, BURNIE, 7320","On",NA,"2015/11/20","Wednesday 08 May 2019",408165,5454854,145.907189819782,-41.0523711974758
"56279","Silk Hill Vineyard","33 Deviot Road, ROBIGANA, 7275","Special","Wine Producer - Grape","2007/08/10","Wednesday 08 May 2019",496382,5431411,146.956804659865,-41.2687188419291
"56296","Me Wah Restaurant","Suite 16,, 17-19 Magnet Court, SANDY BAY, 7005","Special","Restaurant","2007/08/16","Wednesday 08 May 2019",526762,5250795,147.327776646747,-42.8949825617928
"56307","West Park Oval","10 Bass Highway, PARKLANDS, 7320","On",NA,"2017/01/01","Wednesday 08 May 2019",407353,5455631,145.897645769936,-41.0452811293138
"56315","Fine Drop","38B Sunderland Street, MOONAH, 7009","Special","Online / Internet","2007/07/27","Wednesday 08 May 2019",524055,5256601,147.294373643256,-42.8427886170324
"56336","The Foodstore Sandy Bay","118 King Street, SANDY BAY, 7005","Special","Other","2015/08/06","Wednesday 08 May 2019",525976,5250511,147.318163140526,-42.8975671711277
"56353","The Texas Pantry","100a Main Road, MOONAH, 7009","On-Restaurant",NA,"2014/11/11","Wednesday 08 May 2019",524062,5256189,147.294476925991,-42.8464985460901
"56377","BWS (Prospect)","350-364 Westbury Road, PROSPECT VALE, 7250","Off",NA,"2018/06/26","Wednesday 08 May 2019",510416,5407878,147.124760989858,-41.4806363383925
"56399","Ashgrove Cheese","6173 Bass Highway, ELIZABETH TOWN, 7304","Special","Other","2011/04/18","Wednesday 08 May 2019",463348,5413339,146.561326115662,-41.4306776011282
"56563","Delish Fine Foods","Shop 3, 36 Main Road, WIVENHOE, 7320","Special","Other","2017/08/24","Wednesday 08 May 2019",410575,5453123,145.935611998926,-41.0682299576527
"56570","Redbanks Fish & Field","276 Masons Road, NUGENT, 7172","Special","Other","2007/09/01","Wednesday 08 May 2019",559182,5271493,147.722656701754,-42.7067782398095
"56573","LIQ Distributors","22A Serre Road, KINGSTON, 7050","Special","Wholesaler","2007/09/03","Wednesday 08 May 2019",524889,5240621,147.30528908925,-42.9866633822374
"56579","Wursthaus Kitchen","1 Montpelier Retreat, BATTERY POINT, 7004","Special","Other","2008/01/01","Wednesday 08 May 2019",527036,5251620,147.331092759218,-42.8875436875751
"56636","The Trevallyn Grocer","1 Osbourne Avenue, TREVALLYN, 7250","Special","Other","2007/11/14","Wednesday 08 May 2019",509970,5412915,147.119335697018,-41.4352712272875
"56838","BWS (Sorell)","27 Cole Street, SORELL, 7172","Off",NA,"2018/07/18","Wednesday 08 May 2019",546155,5263388,147.564257322112,-42.7806573532111
"56843","Port Sorell Golf Club","Club Drive, SHEARWATER, 7307","Club",NA,"2018/07/06","Wednesday 08 May 2019",461550,5443361,146.541703924726,-41.1601708027666
"56872","Indian Empire Restaurant (Launceston)","64 George Street, LAUNCESTON, 7250","Special","Restaurant","2007/09/28","Wednesday 08 May 2019",511645,5412910,147.139384616386,-41.4352937221037
"56981","York Park - Operations Office","6A Invermay Road, INVERMAY, 7248","Special","Other","2017/06/21","Wednesday 08 May 2019",511564,5413714,147.138399708752,-41.428052834252
"57039","Goaty Hill Vineyard","530 Auburn Road, KAYENA, 7270","Special","Wine Producer - Grape","2014/11/24","Wednesday 08 May 2019",490182,5438943,146.882904033583,-41.200820133678
"57053","Lake St Clair Wilderness Resort","Lake St Clair Road, LAKE ST CLAIR, 7140","On",NA,"2018/04/16","Wednesday 08 May 2019",435732,5335134,146.222359264026,-42.1332717413553
"57181","Tasmanian Organic Wines","191 Myrtle Creek Road, LIFFEY, 7301","Special","Wine Producer - Grape","2008/05/26","Wednesday 08 May 2019",488470,5387147,146.861497434027,-41.6673516704112
"57212","LMRS","49 Tasma Street, NORTH HOBART, 7000","Special","Online / Internet","2008/02/15","Wednesday 08 May 2019",526014,5252972,147.318514532024,-42.8754042507313
"57319","Paesano Pizza and Pasta","108 Lansdowne Crescent, WEST HOBART, 7000","Special","Restaurant","2012/05/21","Wednesday 08 May 2019",525685,5252048,147.314528587094,-42.8837361401368
"57422","Juicy Isle Pty Ltd","10 Runway Place, CAMBRIDGE, 7170","Special","Other","2008/03/01","Wednesday 08 May 2019",538396,5258159,147.469761013141,-42.8281730817731
"57454","Taco Villa","Shop 4, 103 Oldaker Street, DEVONPORT, 7310","Special","Restaurant","2014/09/09","Wednesday 08 May 2019",445495,5441551,146.350188966307,-41.1755538897963
"57489","JoJo's Cafe Bar","48 King Street, SANDY BAY, 7005","Special","Restaurant","2007/12/15","Wednesday 08 May 2019",526711,5250849,147.327149446552,-42.8944980724897
"57502","Salamanca Fresh Bellerive","19 Clarence Street, BELLERIVE, 7018","Special","Other","2017/02/23","Wednesday 08 May 2019",530276,5253007,147.370695437186,-42.8749320084003
"57509","Will's House Asian Cuisine","1/80 Elizabeth Street, HOBART, 7000","On-Restaurant",NA,"2017/06/01","Wednesday 08 May 2019",526638,5252323,147.32618542946,-42.8812270747876
"57529","Amalfi Cafe Centrepoint","Shop 101 & 106 Centrepoint, 70 Murray Street, HOBART, 7000","Special","Restaurant","2017/04/10","Wednesday 08 May 2019",526619,5252071,147.325964722242,-42.8834970302472
"57570","Two Bud Spur Vineyard","1033 Woodbridge Hill Road, GARDNERS BAY, 7112","Special","Wine Producer - Grape","2013/12/10","Wednesday 08 May 2019",510219,5218932,147.12574605968,-43.1823099188654
"57571","Clarence House Estate","193 Pass Road, CAMBRIDGE, 7170","Special","Wine Producer - Grape","2008/04/21","Wednesday 08 May 2019",534889,5252899,147.427181690257,-42.8757077542182
"57590","Mermaid Cafe","79 Ferry Road, KETTERING, 7155","Special","Restaurant","2017/06/30","Wednesday 08 May 2019",520896,5225004,147.256897766235,-43.1274132150732
"57675","Mowbray Beer Wine and Spirits","262 Invermay Road, MOWBRAY, 7248","Off",NA,"2016/05/05","Wednesday 08 May 2019",511217,5416269,147.134199391246,-41.4050434376187
"57860","Seven Sheds","22 Crockers Street, RAILTON, 7305","Special","Other","2016/03/16","Wednesday 08 May 2019",451596,5422848,146.42143673852,-41.3444061515478
"57900","Cafe one0six","106 George Street, LAUNCESTON, 7250","On",NA,"2015/01/05","Wednesday 08 May 2019",511768,5412707,147.140860811673,-41.4371204570461
"57925","Lower House Bar & Restaurant","Basement 9-11 Murray St, HOBART, 7000","On",NA,"2008/05/02","Wednesday 08 May 2019",526994,5251950,147.330562552818,-42.8845734841235
"58113","Red Square Cafe & Bar","66 Kennedy Drive, CAMBRIDGE, 7170","General","Hotel","2010/10/05","Wednesday 08 May 2019",538248,5257575,147.46799002139,-42.8334394490433
"58122","Josef Chromy Wines","370 Relbia Road, RELBIA, 7258","Special","Other","2014/11/25","Wednesday 08 May 2019",517075,5405075,147.204600341795,-41.50576993865
